Line Start,Line End,Rhyme Type,Words
1479,1480,M,queynte / queynte
1481,1482,F,anon / agon
1483,1484,F,whistelynge / brennynge
1485,1486,M,anon / oon
1487,1488,M,emelye / crye
1489,1490,M,signyfied / cried
1491,1492,M,heere / appeere
1493,1494,M,hunteresse / hevynesse
1495,1496,F,affermed / confermed
1497,1498,M,tho / wo
1499,1500,M,telle / dwelle
1501,1502,M,brenne / henne
1503,1504,M,cas / caas
1505,1506,M,rynge / vanysshynge
1507,1508,M,was / allas
1509,1510,F,proteccioun / disposicioun
1511,1512,M,weye / seye
1513,1514,M,this / is
1515,1516,M,sacrifise / wyse
1517,1518,E,devocioun / orisoun
1519,1520,M,colde / yholde
1521,1522,M,lond / hond
1523,1524,M,devyse / sacrifise
1525,1526,M,deserve / serve
1527,1528,M,thyne / pyne
1529,1530,M,fir / desir
1531,1532,M,beautee / free
1533,1534,M,wille / mysfille
1535,1536,M,las / allas
1537,1538,M,herte / smerte
1539,1540,M,woost / moost
1541,1542,M,creature / endure
1543,1544,M,fleete / heete
1545,1546,M,place / grace
1547,1548,F,availle / bataille
1549,1550,M,thee / me
1551,1552,F,victorie / glorie
1553,1554,F,honouren / labouren
1555,1556,M,stronge / honge
1557,1558,M,compaignye / dye
1559,1560,M,fynde / bynde
1561,1562,E,adoun / offensioun
1563,1564,M,yive / lyve
1565,1566,M,soore / namoore
1567,1568,M,stronge / honge
1569,1570,M,faste / agaste
1571,1572,M,brighte / lighte
1573,1574,M,yaf / haf
1575,1576,M,caste / laste
1577,1578,M,rynge / murmurynge
1579,1580,F,victorie / glorie
1581,1582,M,fare / fare
1583,1584,M,sonne / bigonne
1585,1586,M,above / love
1587,1588,M,armypotente / stente
1589,1590,M,colde / olde
1591,1592,M,art / part
1593,1594,M,avantage / usage
1595,1596,M,atrede / drede
1597,1598,M,kynde / fynde
1599,1600,M,saturne / turne
1601,1602,M,man / wan
1603,1604,M,cote / throte
1605,1606,M,rebellyng / empoysonyng
1607,1608,M,correccioun / leoun
1609,1610,F,halles / walles
1611,1612,M,carpenter / piler
1613,1614,M,colde / olde
1615,1616,F,pestilence / diligence
1617,1618,M,knyght / hight
1619,1620,M,nathelees / pees
1621,1622,F,compleccioun / divisioun
1623,1624,M,wille / fulfille
1625,1626,M,above / love
1627,1628,M,kan / bygan
1629,1630,M,pars / quarta
1631,1632,M,day / may
1633,1634,F,plesaunce / daunce
1635,1636,M,servyse / ryse
1637,1638,M,fight / nyght
1639,1640,M,sprynge / claterynge
1641,1642,M,aboute / route
1643,1644,F,palfreys / harneys
1645,1646,M,weel / steel
1647,1648,F,trappures / cote-armures
1649,1650,M,courseres / squieres
1651,1652,M,bokelynge / lacynge
1653,1654,F,ydel / brydel
1655,1656,M,also / fro
1657,1658,M,oon / goon
1659,1660,M,clariounes / sounes
1661,1662,M,doun / questioun
1663,1664,M,two / so
1665,1666,M,berd / herd
1667,1668,M,fighte / wighte
1669,1670,M,divynynge / sprynge
1671,1672,F,awaked / maked
1673,1674,M,riche / yliche
1675,1676,M,fet / set
1677,1678,M,trone / soone
1679,1680,F,reverence / sentence
1681,1682,M,oo / ydo
1683,1684,M,stille / wille
1685,1686,F,discrecioun / destruccioun
1687,1688,M,gyse / emprise
1689,1690,M,dye / modifye
1691,1692,M,lyf / knyf
1693,1694,M,brynge / bitynge
1695,1696,M,syde / ryde
1697,1698,M,spere / were
1699,1700,M,take / stake
1701,1702,M,syde / abyde
1703,1704,M,take / make
1705,1706,M,laste / faste
1707,1708,M,fille / wille
1709,1710,F,hevene / stevene
1711,1712,M,good / blood
1713,1714,M,melodye / compaignye
1715,1716,M,large / sarge
1717,1718,M,ryde / syde
1719,1720,M,emelye / compaignye
1721,1722,M,degree / citee
1723,1724,M,tyme / pryme
1725,1726,M,hye / emelye
1727,1728,M,aboute / route
1729,1730,M,marte / parte
1731,1732,F,anon / palamon
1733,1734,M,place / face
1735,1736,M,doun / variacioun
1737,1738,M,tweye / seye
1739,1740,M,avauntage / age
1741,1742,M,gesse / dresse
1743,1744,M,everichon / noon
1745,1746,M,loude / proude
1747,1748,M,doun / clarioun
1749,1750,M,est / arrest
1751,1752,M,syde / ryde
1753,1754,M,thikke / prikke
1755,1756,M,highte / brighte
1757,1758,M,toshrede / rede
1759,1760,M,tobreste / threste
1761,1762,M,al / bal
1763,1764,M,tronchoun / adoun
1765,1766,M,take / stake
1767,1768,M,abyde / syde
1769,1770,M,reste / leste
1771,1772,M,two / wo
1773,1774,M,tweye / galgopheye
1775,1776,M,lite / arcite
1777,1778,M,palamon / leon
1779,1780,M,wood / blood
1781,1782,M,arcite / byte
1783,1784,M,rede / dede
1785,1786,M,wente / hente
1787,1788,M,arcite / byte
1789,1790,M,take / stake
1791,1792,F,palamoun / adoun
1793,1794,M,strengthe / lengthe
1795,1796,M,take / stake
1797,1798,M,naught / caught
1799,1800,E,composicioun / palamoun
1801,1802,M,fighte / sighte
1803,1804,M,echon / doon
1805,1806,M,partie / emelie
1807,1808,M,ywonne / bigonne
1809,1810,M,withalle / falle
1811,1812,M,above / love
1813,1814,M,wille / fille
1815,1816,M,douteless / pees
1817,1818,M,boone / soone
1819,1820,M,mynstralcie / crie
1821,1822,M,arcite / lite
1823,1824,M,anon / ydon
1825,1826,M,face / place
1827,1828,M,emelye / ye
1829,1830,F,comune / fortune
1831,1832,M,herte / sterte
1833,1834,M,saturne / turne
1835,1836,M,leep / keep
1837,1838,M,heed / deed
1839,1840,M,sadel-bowe / crowe
1841,1842,M,face / place
1843,1844,F,paleys / harneys
1845,1846,M,blyve / alyve
1847,1848,M,emelye / compaignye
1849,1850,F,citee / solempnitee
1851,1852,M,falle / alle
1853,1854,M,dye / maladye
1855,1856,M,fayn / yslayn
1857,1858,M,oon / boon
1859,1860,F,armes / charmes
1861,1862,M,save / have
1863,1864,M,kan / man
1865,1866,M,nyght / right
1867,1868,M,disconfitynge / tourneiynge
1869,1870,M,disconfiture / aventure
1871,1872,M,stake / take
1873,1874,M,mo / too
1875,1876,F,staves / knaves
1877,1878,M,vileynye / cowardye
1879,1880,M,crye / envye
1881,1882,M,oother / brother
1883,1884,M,degree / three
1885,1886,M,worthily / largely
1887,1888,M,way / day
1889,1890,M,endite / arcite
1891,1892,M,soore / moore
1893,1894,M,lechecraft / ylaft
1895,1896,M,ventusynge / helpynge
1897,1898,M,animal / natural
1899,1900,M,expelle / swelle
1901,1902,E,adoun / corrupcioun
1903,1904,M,lif / laxatif
1905,1906,F,regioun / dominacioun
1907,1908,M,wirche / chirche
1909,1910,M,dye / emelye
1911,1912,M,deere / heere
1913,1914,M,herte / smerte
1915,1916,M,moost / goost
1917,1918,M,creature / dure
1919,1920,M,stronge / longe
1921,1922,M,emelye / compaignye
1923,1924,M,wyf / lyf
1925,1926,M,have / grave
1927,1928,M,compaignye / emelye
1929,1930,M,tweye / seye
1931,1932,F,palamon / agon
1933,1934,M,jalousye / gye
1935,1936,F,proprely / trewely
1937,1938,F,knyghthede / kynrede
1939,1940,M,art / part
1941,1942,M,non / palamon
1943,1944,M,lyf / wyf
1945,1946,M,man / gan
1947,1948,M,come / overcome
1949,1950,M,two / ago
1951,1952,M,moore / soore
1953,1954,M,deeth / breeth
1955,1956,M,ye / emelye
1957,1958,M,ther / wher
1959,1960,M,divinistre / registre
1961,1962,M,telle / dwelle
1963,1964,M,gye / emelye
1965,1966,F,palamon / anon
